Year,SERIES,តំបន់យោង,ការរួមភេទ,កំរិតនគរូបនីយកម្ម,UNIT_MEASURE,Value
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,70.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,65.5
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,66.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,64.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,65.1
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,63.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,75.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,79.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,76.7
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,80.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,80.7
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,73.9
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,69.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,68.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,67.7
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,70.6
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,68.2
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,72.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,74.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,63.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,64.9
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,65.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,67.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,63.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,66.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,62.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,62.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,60.2
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,72.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,76.3
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,60.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,65.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,67.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,64.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,58.1
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,53.7
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,52.0
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,52.5
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,56.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,72.7
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,75.5
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,61.7
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,65.2
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,66.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,65.8
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,60.8
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,59.6
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,56.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,57.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,58.5
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,83.3
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,80.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,98.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,85.2
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,85.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,83.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,81.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,80.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,78.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,84.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,86.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,81.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,88.8
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,95.7
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,84.1
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,81.1
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,77.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,75.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,73.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,70.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,75.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,77.5
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,82.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,84.3
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,96.9
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,84.6
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,73.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,80.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,78.4
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,76.8
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,74.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,79.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,81.6
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,70.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,76.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,80.1
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,95.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,70.7
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,68.5
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,72.7
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,69.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,71.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,69.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,68.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,73.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,79.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,79.8
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,52.8
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,74.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,64.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,70.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,67.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,65.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,65.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,62.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,72.2
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,78.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,80.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,73.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,72.6
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,66.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,71.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,68.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,68.2
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,67.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,65.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,77.3
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,78.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,89.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,77.5
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,84.9
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,91.5
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,97.7
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,93.1
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,96.7
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,96.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,94.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,69.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,98.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,82.8
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,84.5
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,74.5
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,75.5
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,77.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,79.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,77.5
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,82.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,80.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,73.5
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,86.9
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,86.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,81.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,79.6
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,83.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,87.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,86.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,86.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,89.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,87.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,87.5
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,82.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,94.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,93.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,93.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,94.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,90.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,88.7
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,88.3
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,90.0
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,94.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,87.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,88.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,97.4
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,94.2
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,96.1
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,90.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,88.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,88.1
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,84.7
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,87.8
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ប្រុស,,ភាគរយ,91.3
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,87.7
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,85.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,96.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,93.6
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,94.7
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,92.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,89.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,88.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,86.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,88.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,,,ភាគរយ,93.0
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,76.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,83.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,81.9
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ពោធិសាត់,ស្រី,,ភាគរយ,80.0
